"id","ahri_number","version","tonnage","outdoor_model","outdoor_model_revision","coil_model_number","coil_model_revision","furnace_model_revision","blower_model_revision","fit","seer","eer","cooling","txv_piston","hsk","hspf","orifice_size","indoor_coil_air_qty","high_cop","hsvtc","model_status","region","high_heat","afue","low_heat","low_cop","system_type","system_type_seer2","cond_seer","stage","indoor_unit","indoor_type","config","cabinet_width","ext_txv","furnace_btu","blower_type","description","file","created_at","updated_at","deleted_at","executed"
"94081","208800539","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961C4","GM9C801005CN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-N4 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94082","208800538","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GM9C801205DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-N4 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94083","208800509","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961C4","GMVC800805CN",NULL,NULL,"14.3","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94084","208800508","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GMVC800805DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","080",NULL,"5.0 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94085","208800507","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961C4","GMVC801005CN",NULL,NULL,"14.3","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94086","208800564","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GM9S961205DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-N4 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94087","208800566","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GM9C961205DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94088","208800517","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961C4","GMVC961005CN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-N4 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94089","208800516","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GMVC961205DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-N4 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94090","208800523","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961C4","GMVC961005CN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94091","208800522","seer2","5",NULL,"GSXN406010",NULL,"CAPT4961D4","GMVC961205DN",NULL,NULL,"14","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94092","207783437","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","Any Nominal",NULL,NULL,"13.8","11.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","13","SINGLE STAGE","Furnace","V","Up Flow","21""-24.5""","no","min",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94093","208154135","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9S800805CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94094","208154137","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9S801005CN",NULL,NULL,"15.2","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94095","208154138","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GM9S801205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94096","208154129","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9C800805CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94097","208154130","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GM9C800805DX",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","080",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94098","208154131","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9C801005CN",NULL,NULL,"15.2","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94099","208154132","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GM9C801205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94100","208154120","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GMVC800805DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","080",NULL,"5.0 Ton - SEER2-H5 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:06:59",NULL,"1"
"94101","208154142","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9S960805CN",NULL,NULL,"15.2","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94102","208154144","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9S961005CN",NULL,NULL,"15.2","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94103","208154133","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961C4","GM9C961005CN",NULL,NULL,"15.2","11.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94104","208154134","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GM9C961205DN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94105","208154121","seer2","5",NULL,"GSXH506010",NULL,"CAPT4961D4","GMVM971205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-H5 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94106","208683220","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC800805CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94107","208683220","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC800805CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94108","208683221","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVC800805DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","080",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94109","208683221","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVC800805DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","080",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94110","208683222","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC801005CN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94111","208683222","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC801005CN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94112","209270158","seer2","5",NULL,"GSXC706010",NULL,"CAPF4961C6","GMVC961005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94113","208683881","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC961005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94114","208683881","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVC961005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94115","209270159","seer2","5",NULL,"GSXC706010",NULL,"CAPF4961D6","GMVC961205DN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94116","208683882","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVC961205DN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94117","208683882","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVC961205DN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94118","209270160","seer2","5",NULL,"GSXC706010",NULL,"CAPF4961C6","GMVM971005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94119","208683883","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVM971005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94120","208683883","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961C4","GMVM971005CN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94121","209270161","seer2","5",NULL,"GSXC706010",NULL,"CAPF4961D6","GMVM971205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94122","208683884","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVM971205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94123","208683884","seer2","5",NULL,"GSXC706010",NULL,"CAPT4961D4","GMVM971205DN",NULL,NULL,"15.2","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","TWO STAGE","Furnace","V","Up Flow","24.5","no","120",NULL,"5.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94124","205886733","seer2","5",NULL,"GVXC200601",NULL,"CAPF4961C6","GMVC800805CN",NULL,NULL,"19.5","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Up Flow","21","no","080",NULL,"5.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94125","205886734","seer2","5",NULL,"GVXC200601",NULL,"CAPF4961C6","GMVC801005CN",NULL,NULL,"19.5","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:00",NULL,"1"
"94126","205886735","seer2","5",NULL,"GVXC200601",NULL,"CAPF4961C6","GMVC961005CN",NULL,NULL,"19","12.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:01",NULL,"1"
"94127","205886737","seer2","5",NULL,"GVXC200601",NULL,"CAPF4961C6","GMVM971005CN",NULL,NULL,"19","12.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Up Flow","21","no","100",NULL,"5.0 Ton - 20i-Inverter Series - 97% VS Modulating Furnace",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:01",NULL,"1"
"94128","208510079","seer2","1.5",NULL,"GSZH501810",NULL,"Incl. A/H","AMST24BU1400",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Heat Pump Split System (SEER2) - Modular & Single Piece 15.3 SEER","15","SINGLE STAGE","Furnace","V","Modular & Single Piece","17.5","no","BU1",NULL,"1.5 Ton - SEER2-H5 Single Stage-Single Piece ECM-AH",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:01",NULL,"1"
"94129","208509794","seer2","1.5",NULL,"GSZH501810",NULL,"Incl. A/H","AMST30BU1400",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Heat Pump Split System (SEER2) - Modular & Single Piece 15.3 SEER","15","SINGLE STAGE","Furnace","V","Modular & Single Piece","17.5","no","BU1",NULL,"1.5 Ton - SEER2-H5 Single Stage-Single Piece ECM-AH",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:01",NULL,"1"
"94130","208510080","seer2","1.5",NULL,"GSZH501810",NULL,"CAPTA2422B4",NULL,"MBVC1201AA-1",NULL,"15","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC & Air Handler","Heat Pump Split System (SEER2) - Modular & Single Piece 15.3 SEER","15","SINGLE STAGE","Modular Blower",NULL,"Modular & Single Piece","17.5","no",NULL,NULL,"1.5 Ton - SEER2-H5 Single Stage-Two Piece VS-Blower",NULL,"2022-12-30 04:05:35","2022-12-30 04:07:01",NULL,"1"
